#,"Date Time, GMT-08:00","Temp, °F (LGR S/N: 20607127, SEN S/N: 20607127)"
1,5/16/2020,62.148
2,5/16/2020,62.105
3,5/16/2020,62.233
4,5/16/2020,62.319
5,5/16/2020,62.233
6,5/16/2020,62.105
7,5/16/2020,62.233
8,5/16/2020,62.62
9,5/16/2020,63.048
10,5/16/2020,63.433
11,5/16/2020,63.561
12,5/16/2020,63.561
13,5/16/2020,63.604
14,5/16/2020,63.732
15,5/16/2020,63.903
16,5/16/2020,63.946
17,5/16/2020,65.959
18,5/16/2020,68.356
19,5/16/2020,69.471
20,5/16/2020,70.329
21,5/16/2020,70.974
22,5/16/2020,71.103
23,5/16/2020,70.846
24,5/16/2020,70.158
25,5/17/2020,69.256
26,5/17/2020,68.27
27,5/17/2020,67.329
28,5/17/2020,66.429
29,5/17/2020,65.574
30,5/17/2020,64.717
31,5/17/2020,63.946
32,5/17/2020,63.219
33,5/17/2020,62.577
34,5/17/2020,62.019
35,5/17/2020,61.462
36,5/17/2020,60.991
37,5/17/2020,60.561
38,5/17/2020,60.132
39,5/17/2020,59.788
40,5/17/2020,59.83
41,5/17/2020,62.148
42,5/17/2020,63.347
43,5/17/2020,63.819
44,5/17/2020,63.862
45,5/17/2020,63.732
46,5/17/2020,63.561
47,5/17/2020,63.433
48,5/17/2020,63.347
49,5/17/2020,63.347
50,5/17/2020,63.39
51,5/17/2020,63.475
52,5/17/2020,63.561
53,5/17/2020,64.161
54,5/17/2020,65.145
55,5/17/2020,65.959
56,5/17/2020,66.385
57,5/17/2020,66.643
58,5/17/2020,66.943
59,5/17/2020,67.242
60,5/17/2020,67.586
61,5/17/2020,67.928
62,5/17/2020,68.27
63,5/17/2020,68.484
64,5/17/2020,69.557
65,5/17/2020,69.771
66,5/17/2020,70.243
67,5/17/2020,71.06
68,5/17/2020,71.62
69,5/17/2020,71.791
70,5/17/2020,71.704
71,5/17/2020,71.447
72,5/17/2020,71.146
73,5/18/2020,70.974
74,5/18/2020,70.716
75,5/18/2020,70.286
76,5/18/2020,69.814
77,5/18/2020,69.343
78,5/18/2020,68.871
79,5/18/2020,68.356
80,5/18/2020,67.798
81,5/18/2020,67.285
82,5/18/2020,66.772
83,5/18/2020,66.301
84,5/18/2020,65.829
85,5/18/2020,65.403
86,5/18/2020,64.974
87,5/18/2020,64.589
88,5/18/2020,64.332
89,5/18/2020,64.76
90,5/18/2020,64.974
91,5/18/2020,65.273
92,5/18/2020,61.977
93,5/18/2020,55.69
94,5/18/2020,52.729
95,5/18/2020,52.641
96,5/18/2020,50.841
97,5/18/2020,49.204
98,5/18/2020,48.182
99,5/18/2020,47.602
100,5/18/2020,47.647
101,5/18/2020,50.223
102,5/18/2020,52.641
103,5/18/2020,55.515
104,5/18/2020,57.074
105,5/18/2020,53.733
106,5/18/2020,52.423
107,5/18/2020,51.37
108,5/18/2020,50.4
109,5/18/2020,48.094
110,5/18/2020,47.467
111,5/18/2020,47.199
112,5/18/2020,47.019
113,5/18/2020,50.4
114,5/18/2020,54.082
115,5/18/2020,55.647
116,5/18/2020,56.599
117,5/18/2020,57.031
118,5/18/2020,57.247
119,5/18/2020,57.463
120,5/18/2020,57.636
121,5/19/2020,57.722
122,5/19/2020,57.807
123,5/19/2020,57.722
124,5/19/2020,57.592
125,5/19/2020,57.42
126,5/19/2020,57.247
127,5/19/2020,57.031
128,5/19/2020,56.772
129,5/19/2020,56.556
130,5/19/2020,56.34
131,5/19/2020,56.079
132,5/19/2020,55.819
133,5/19/2020,55.602
134,5/19/2020,55.386
135,5/19/2020,55.168
136,5/19/2020,54.952
137,5/19/2020,54.865
138,5/19/2020,54.734
139,5/19/2020,54.82
140,5/19/2020,54.952
141,5/19/2020,62.962
142,5/19/2020,62.319
143,5/19/2020,51.062
144,5/19/2020,41.97
145,5/19/2020,41.554
146,5/19/2020,41.369
147,5/19/2020,41.74
148,5/19/2020,41.554
149,5/19/2020,41.832
150,5/19/2020,41.787
151,5/19/2020,41.74
152,5/19/2020,41.878
153,5/19/2020,41.925
154,5/19/2020,41.97
155,5/19/2020,42.294
156,5/19/2020,41.925
157,5/19/2020,42.294
158,5/19/2020,42.156
159,5/19/2020,42.017
160,5/19/2020,42.202
161,5/19/2020,42.109
162,5/19/2020,42.247
163,5/19/2020,42.616
164,5/19/2020,42.478
165,5/19/2020,42.433
166,5/19/2020,42.525
167,5/19/2020,42.341
168,5/19/2020,42.294
169,5/20/2020,42.386
170,5/20/2020,42.478
171,5/20/2020,42.294
172,5/20/2020,42.294
173,5/20/2020,42.247
174,5/20/2020,42.202
175,5/20/2020,42.247
176,5/20/2020,42.156
